ID,x
197,60.09793669
198,65.04307498
199,53.06545388
200,61.91185068
201,87.20542695
202,64.2641349
203,53.87656055
204,63.16775956
205,81.6532389
206,67.49930784
207,75.96802941
208,48.16961163
209,61.59261688
210,63.95727076
211,70.05521144
212,59.00220475
213,46.2984714
214,75.37883833
215,72.14278351
216,56.5731469
217,58.68087836
218,62.07644583
219,67.06466803
220,74.58173433
221,52.02589191
222,74.52787586
223,66.26977505
224,65.30086955
225,69.15642976
226,67.01133104
227,66.60695017
228,49.55301406
229,77.59735258
230,91.32351459
231,48.70752094
232,64.63325051
233,61.6818144
234,49.55987245
235,68.14796203
236,74.18431357
237,69.4491007
238,68.8742938
239,71.02976566
240,69.82097693
241,65.70691192
242,76.77364335
243,64.57664978
244,56.52620737
245,44.24803895
246,68.83528554
247,76.80799082
248,53.59904691
249,82.34887964
250,69.81757618
251,69.1283151
252,64.17846848
253,85.1901913
254,67.47249459
255,67.1087079
256,62.09255014
257,75.65758929
258,70.83481756
259,64.0641713
260,55.12562536
261,66.80352405
262,57.01647719
263,55.04572059
264,74.25936396
265,60.74269483
266,62.15979862
267,58.53479227
268,70.54766682
269,79.74969184
270,76.72403979
271,78.21473786
272,60.28189749
273,79.14625217
274,76.82558943
275,75.39277871
276,70.11367071
277,77.70524512
278,72.04784443
279,67.30534536
280,66.45634922
281,85.94556269
282,56.83564966
283,57.0211922
284,61.81241258
285,60.5077538
286,51.11963628
287,63.89478689
288,70.7784118
289,64.46931038
290,51.71141124
291,83.29343617
292,79.27304388
293,60.25522233
294,67.43248752
295,79.78695976
296,61.35487455
297,66.92443799
298,67.74919692
299,80.49983243
300,59.580781
301,57.2090419
302,78.57829327
303,75.99273837
304,72.83057753
305,55.01629317
306,75.64898624
307,59.61631692
308,70.20619745
309,69.29059441
310,80.45627105
311,59.95879015
312,56.14140578
313,77.21413515
314,62.09336958
315,74.09708531
316,70.26935028
317,57.88250867
318,76.58425179
319,63.81475776
320,74.4221757
321,68.03295487
322,79.96141269
323,54.92459054
324,72.74568345
325,65.6594933
326,64.68177079
327,66.77830632
328,71.43487583
329,69.45120641
330,62.37024324
331,67.10023919
332,63.94172953
333,78.37815234
334,59.95712049
335,51.5852175
336,71.05198758
337,66.9494263
338,72.14333976
339,82.13250588
340,85.52665461
341,70.4966297
342,74.8509765
343,59.98153734
344,70.14027714
345,54.94051834
346,78.78067824
347,63.19451243
348,71.95849363
349,75.15261312
350,90.093866
351,76.89176122
352,57.64468215
353,76.68546714
354,52.93496497
355,72.26043868
356,59.45735964
357,92.58307438
358,74.49869303
359,63.44312107
360,67.66484299
361,91.09670013
362,63.45225696
363,65.88765605
364,66.4665808
365,74.57434899
366,52.9658747
367,67.13483245
368,54.81200278
369,54.42762712
370,71.31541716
371,79.29538589
372,71.04905178
373,48.1410677
375,67.80013028
376,54.83099344
377,64.26373877
378,69.21005134
379,66.22017093
380,68.65798814
381,72.97231422
382,73.10619512
383,71.81855811
384,82.57760236
385,81.25547472
386,78.38879264
387,78.97333958
388,74.73213015
389,68.5953825
390,55.87937558
391,72.56682619
392,69.25388455
393,59.3190382
394,48.11475629
395,48.46791194
396,66.99322669
397,64.58735023
398,55.46857506
399,64.38611561
400,68.61408048
401,74.75852317
402,63.4250077
403,69.45121795
404,49.2588953
405,92.87829891
406,72.40729843
407,55.13812037
408,85.07216102
409,76.97572291
410,79.66701196
411,75.9134664
412,76.45106407
413,69.95048663
414,60.29559891
415,44.93349556
416,49.32671098
417,72.07348501
418,35.02243045
419,68.44759053
420,72.22176722
421,65.57392552
422,73.07109706
423,91.31672451
424,76.40804485
425,50.80844567
426,70.00912735
427,63.91057755
428,58.68401121
429,65.22800679
430,67.1031542
431,87.75829887
432,80.19536851
433,48.54578407
434,66.5587932
435,61.51981926
436,71.08500542
437,54.52310267
438,63.56448717
439,70.66532176
440,55.00372719
441,57.88706813
442,74.24611063
443,62.96296231
444,82.20940259
445,73.01727664
446,78.08357508
447,62.00738981
448,48.59039639
449,49.86867987
450,51.56781367
451,77.06610931
452,69.41952909
453,59.61983505
454,60.6136543
456,72.58776451
457,57.3998602
458,69.3721943
459,65.03781721
460,64.38817251
461,63.24487911
462,65.59456691
463,59.76383123
464,64.21677911
465,67.4303197
467,50.11955852
468,69.11472543
469,64.65555373
470,68.37238112
471,59.4214089
472,79.78873223
473,64.46952053
474,94.28115398
475,55.61790269
476,72.04935881
477,49.32283838
478,64.95016289
479,73.73250627
480,66.53808169
481,71.13752512
482,88.20650244
483,66.0962247
484,86.12797542
485,61.3277448
486,86.14988899
487,66.53205225
488,81.06885007
489,77.71470534
490,61.78103258
491,78.30443184
492,51.19394775
493,71.09296314
494,57.12038836
495,74.39242039
496,59.57029009
497,50.80987022
498,55.05477198
499,66.25435933
500,71.1787319
501,63.59909455
502,64.23800884
503,61.93425494
504,52.17775891
505,60.10600003
506,69.93278925
507,85.0843414
508,78.1963722
509,45.83818331
510,60.30705078
511,66.40361155
512,72.82985443
513,47.02562577
514,65.32849728
515,55.26526612
516,82.85290851
517,75.56033706
518,75.41100395
519,75.67600393
520,71.07074756
521,67.84247552
522,56.88962896
523,83.22070282
524,70.59018542
525,54.52687729
526,57.85104867
527,74.80707967
528,72.8677513
529,67.80373531
530,83.46578718
531,46.03977377
532,59.42020606
533,67.49655941
534,78.47381383
535,70.17854999
537,72.07876807
538,74.15598346
539,64.26083441
540,58.34423521
541,65.85347408
542,60.37620765
543,63.73151207
544,71.88892236
545,55.77983748
546,67.1189816
547,69.64982568
548,74.74927127
549,51.89730825
550,93.84056371
551,78.93680317
552,70.51743768
553,54.05300854
554,71.49373194
555,36.62288621
556,55.00766625
557,66.18905627
558,78.58690589
559,75.8610903
560,65.7843777
561,53.44012055
562,61.70722044
563,65.08582186
564,73.25248846
565,70.80064
567,75.95589556
568,52.18922294
569,61.6662781
570,65.91630761
571,72.03218463
572,62.32313262
573,74.11804988
574,83.34445894
575,71.73521147
576,66.1661018
577,66.80183722
578,57.61192685
579,95.73537988
580,84.43549554
581,58.16685465
582,67.7476309
583,79.01748726
584,62.60754299
585,86.17814986
586,55.86598128
587,74.46622483
588,53.44979873
589,95.57568936
590,64.60900113
591,59.20933814
592,55.94229914
593,82.1515262
594,55.02998091
595,61.76716179
596,87.04595654
597,61.81588627
598,65.55695859
599,82.84567251
600,74.06871784
601,54.04729151
602,59.11203122
603,64.36968417
604,85.85047529
605,60.75520122
606,55.97673251
607,62.13985945
608,95.19228431
609,61.92148796
610,77.53393092
611,60.25451378
612,78.64976193
613,84.87831973
614,72.64768343
615,66.53766142
616,60.14855133
617,71.35522042
618,61.53613681
619,68.949046
620,86.43358712
621,60.81562044
622,72.64433831
623,73.43034854
624,72.28437589
625,79.21050102
626,55.76368388
627,83.35372027
628,69.04594823
629,66.20278729
630,65.41885575
631,66.4744749
632,69.33547482
633,62.00023371
634,93.5603852
635,32.73980335
636,39.63698948
637,68.82899516
638,82.50641682
639,93.65455828
640,76.64017034
641,64.23978777
642,52.87970739
643,69.93965072
644,83.82192469
645,65.80361161
646,62.87046308
647,67.20709343
649,50.02518141
650,75.20055378
651,69.92552091
652,69.40911724
653,63.91310818
654,70.70902824
655,62.36310568
656,81.230007
657,70.46672065
658,59.11071382
659,57.87109135
660,62.64353265
661,72.83764157
662,70.77932617
663,82.56474066
664,81.68037224
665,79.35359931
666,68.2776402
667,104.3126836
668,59.57693491
669,83.56395405
671,71.3755281
672,77.59010032
673,58.47693503
674,63.52523897
675,95.6047345
676,69.97242472
677,78.50896921
678,83.29910151
679,78.91173188
680,42.94349932
681,61.66689516
682,62.84676119
683,68.15187892
684,50.06357383
685,50.71855663
686,64.73131241
687,81.05011882
688,47.07968009
689,49.6766088
690,66.83417304
691,76.51460168
692,55.95478008
693,79.66279152
694,66.87954623
695,62.52075723
696,48.17674589
697,66.25742381
698,49.44123431
699,69.0989164
700,75.39698521
701,87.38310714
702,58.69183002
703,77.50965132
704,68.23441044
705,57.55145908
706,68.39586485
707,77.80609489
708,89.21157439
709,62.94980678
710,76.30256524
711,84.18852292
712,77.77545927
713,72.88022541
714,71.37274417
715,79.35537232
716,51.33448453
717,64.44666849
718,84.91522493
719,64.16481563
720,87.55840345
721,69.09094364
722,83.88812654
723,47.39836376
724,63.62929853
725,72.72925428
726,53.33148317
727,71.08498369
728,71.39442622
729,62.28202784
730,70.51785413
731,75.83717801
732,69.47987481
733,73.09328439
734,69.22146158
735,60.73315839
736,51.31171629
737,78.70436925
738,74.31888865
739,59.53465937
740,62.17023628
741,52.9979793
742,50.36814017
743,61.24464238
744,78.3941383
745,87.50369593
746,97.41339062
747,57.72570709
748,66.14565868
749,63.36774308
750,54.11073525
751,53.68084682
752,86.101046
753,91.73930095
754,72.75340594
755,64.82133082
756,75.38791137
757,66.87167565
758,72.40385901
759,71.22305241
760,80.88084481
761,69.19245741
762,63.12525802
763,71.10861799
764,85.85800678
765,62.2551771
766,61.20765675
767,59.64683915
768,81.88894403
769,47.94886528
770,64.59897931
771,56.68225475
772,76.95162858
773,75.75711943
774,78.68817654
776,68.0669886
777,54.49463456
778,48.23923376
779,80.69507513
780,72.81727246
781,71.36855165
782,64.96378939
783,71.47237086
784,59.74867154
785,74.19270567
786,45.68317126
787,62.43891194
788,71.91610132
789,52.62840991
790,97.03611434
791,63.35059301
792,71.97285002
793,69.32030768
794,76.98782828
795,78.83870346
796,79.31501542
797,85.53746974
798,75.61418482
800,54.69804354
801,86.0644829
802,74.64091045
803,67.05154444
804,55.90738637
805,72.22072168
806,78.29015813
807,75.02271711
808,70.52935233
809,78.71013497
810,68.20292126
811,74.41371212
812,63.93961113
813,67.61527441
814,67.74262179
815,64.40254219
816,68.5077375
817,61.81579595
818,72.09352354
819,57.33994931
820,64.30921676
821,67.21116225
822,70.4054024
824,46.61398188
825,61.15966529
826,79.33714947
827,70.09181197
828,71.66803511
829,73.29102182
830,62.09204525
831,66.77407473
832,75.18806604
833,50.67284735
834,61.59403965
835,76.72009825
836,60.53849575
837,58.95636249
838,75.22891992
839,58.73755632
840,59.03589279
841,60.92431836
842,78.74073536
843,78.04999868
844,74.20590905
845,62.36784763
846,60.53543323
847,54.93365974
848,78.69562008
849,64.31932436
850,70.05806972
851,50.26903954
852,52.85482166
853,56.77513734
854,74.18677245
855,72.72095099
856,67.86043869
857,69.09831188
858,62.68518954
859,64.86976776
860,62.54362604
861,61.42791175
862,50.71268248
863,63.06854613
864,80.77914852
865,59.99127898
866,72.07218848
867,69.4004655
868,71.54551841
869,76.64252334
870,60.48053135
871,73.77777493
872,92.76922615
873,76.50914899
874,74.16242117
875,65.56402531
876,67.61716846
877,82.31285658
878,39.96608675
879,84.33364895
880,68.38824351
881,65.46241703
882,62.57815168
883,67.02248078
884,77.21942863
885,54.28797754
886,61.25288448
887,54.09755464
888,67.32870752
889,61.89452785
890,55.33457494
891,69.39628052
892,67.10994945
893,87.0769317
894,63.5852397
895,74.42498388
896,90.83186714
897,78.51534006
898,87.46691869
899,71.75964348
900,70.15820004
901,72.35982061
902,78.87048582
903,60.90455018
904,68.7915238
905,60.98239123
906,77.60205726
907,69.83235481
908,67.39775403
909,72.16889755
911,61.13866507
912,50.1911644
913,75.37120421
914,55.2104051
915,71.57635805
916,65.46438878
917,53.29042737
918,56.66498698
919,72.35181567
920,71.03813888
921,66.69574234
922,79.3145388
923,75.46400974
924,80.36297016
925,64.35728143
926,65.6749179
927,74.81780301
928,46.23482001
929,47.97115166
930,85.74031744
931,75.56071768
932,68.8746502
933,64.93660406
934,86.8015309
935,66.28771959
936,68.98583996
937,75.87822351
938,67.50360703
939,60.76812954
940,64.04701445
941,56.69884327
942,65.41132399
943,79.93250314
944,73.93782928
945,63.58052623
946,61.94072712
947,71.83598794
948,69.38425669
949,72.53148697
950,65.33676336
951,65.4767613
952,83.30699445
953,50.81356005
954,84.36792884
955,38.27724885
956,65.64121721
957,72.02817779
958,66.671268
959,74.15846852
960,93.0501965
961,65.02268309
962,61.66701375
963,79.70838392
964,83.20303069
965,49.40364283
966,83.19004681
968,61.95507351
969,79.11645311
970,55.62826718
971,68.16520437
972,57.0078944
973,64.63415675
974,71.33890534
975,74.9280834
976,65.75740664
977,66.70634299
978,73.92919218
979,74.20903334
980,57.70797776
981,72.10827494
982,70.38466559
983,89.08060783
984,44.73831713
985,71.57809098
986,69.65097032
987,50.3467942
988,57.03458501
989,64.83521618
990,64.69953309
991,52.0616469
992,66.48930673
993,54.01704509
994,67.47769764
995,59.10443966
996,81.63761595
997,85.94005143
998,73.783098
1000,82.46319104
